title,company,location,salary,job_type,work_arrangement,date_posted,job_link,country,source,avg_salary,min_salary,max_salary,currency,cleaned_title,level,category
Senior Software Engineer I - Oracle,PRTR Recruitment,Bangkok,,Contract/Temp,Hybrid,2025-05-13,https://th.jobsdb.com/job/84187377,TH,jobsdbth,,,,,senior software engineer i - oracle,Senior,Software/Web Development
Senior Data Engineer (Contract 9 months),Ascend Group,Bangkok,,Contract/Temp,Hybrid,2025-05-07,https://th.jobsdb.com/job/84054821,TH,jobsdbth,,,,,senior data engineer 9,Senior,Data & Analytics
"Senior Software Developer (3yrs+ of JAVA, C++, OOP)",Smartcruit Consultant Recruitment,Bangkok,"฿40,000 – ฿50,000 per month",Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83907620,TH,jobsdbth,45000,40000,50000,THB,senior software developer 3yrs java c oop,Senior,Software/Web Development
"Staff Full Stack Software Engineer (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215864,TH,jobsdbth,,,,,staff full stack software engineer,,Software/Web Development
SAP SD Consultant (Senior Consultant - Manager),PRTR Recruitment,Bangkok,,Full time,Hybrid,2025-05-07,https://th.jobsdb.com/job/84044894,TH,jobsdbth,,,,,sap sd consultant senior consultant - manager,Senior,IT Consulting & Solutions
Senior Data Engineer / Onsite Silom - Urgent!!,Persolkelly,Bangkok,,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84090878,TH,jobsdbth,,,,,senior data engineer / silom - urgent,Senior,Data & Analytics
"Manufacturing Test Development Engineer, Google Cloud",Google,Bangkok,,Full time,Hybrid,2025-05-06,https://th.jobsdb.com/job/84221986,TH,jobsdbth,,,,,manufacturing test development engineer google cloud,,Cloud & Devops
Senior Java Developer,PRTR Recruitment,"Bang Rak, Bangkok","THB 70,000 - 100,000",Contract/Temp,Hybrid,2025-05-06,https://th.jobsdb.com/job/84020545,TH,jobsdbth,85000,70000,100000,THB,senior java developer,Senior,Software/Web Development
SAP MDG  (Master Data Governance) - 6 - 12 Months Contract,Persolkelly,"Chatuchak, Bangkok",,Contract/Temp,On-site,2025-05-21,https://th.jobsdb.com/job/84384833,TH,jobsdbth,,,,,sap mdg master data governance - 6 - 12,,Data & Analytics
Senior Infrastructure Engineer,Alpha Capital Asset Management,"Pathum Wan, Bangkok","฿60,000 – ฿80,000 per month",Full time,On-site,2025-05-06,https://th.jobsdb.com/job/84034360,TH,jobsdbth,70000,60000,80000,THB,senior infrastructure engineer,Senior,Infra & System
Performance Engineer,Accor,Bangkok,,Full time,Hybrid,2025-05-03,https://th.jobsdb.com/job/83975464,TH,jobsdbth,,,,,performance engineer,,Other
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215718,TH,jobsdbth,,,,,lead/ staff data scientist,Manager,Data & Analytics
Robotics Process Automation Senior Specialist,Agoda,Bangkok,,Full time,Hybrid,2024-08-14,https://th.jobsdb.com/job/78102961,TH,jobsdbth,,,,,robotics process automation senior specialist,Senior,Quality Assurance & Testing
Security Engineer (Proxy):,Accor,Bangkok,,Full time,Hybrid,2025-05-03,https://th.jobsdb.com/job/83975461,TH,jobsdbth,,,,,security engineer proxy,,Cybersecurity
IT SECTION MANAGER – AUTOMOTIVE MANNUFACTRUING,Campanella & Associates Recruitment,Prachin Buri,,Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83910417,TH,jobsdbth,,,,,it section manager automotive mannufactruing,Manager,Other
Project Manager/Associate Project Manager/Project Associate (analytics-focused,Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057526,TH,jobsdbth,,,,,project manager/associate project manager/project associate analytics-focused,Manager,Project & Product Management
"Test Bookings Coordinator, Strategic Partnerships (12 months contract)",Agoda,Bangkok,,Full time,Hybrid,2024-09-04,https://th.jobsdb.com/job/79057586,TH,jobsdbth,,,,,test bookings coordinator strategic partnerships 12,,Quality Assurance & Testing
"Senior Data Engineer (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-08-28,https://th.jobsdb.com/job/78430004,TH,jobsdbth,,,,,senior data engineer,Senior,Data & Analytics
Oracle Cloud Technology Sales Manager,Oracle,Bangkok,,Full time,Hybrid,2025-03-20,https://th.jobsdb.com/job/82941503,TH,jobsdbth,,,,,oracle cloud technology sales manager,Manager,Cloud & Devops
Principal Enterprise Architect (Thailand-based),SAP,Bangkok,,Full time,Hybrid,2025-05-05,https://th.jobsdb.com/job/83991859,TH,jobsdbth,,,,,principal enterprise architect -,,Other
Data Center Sales Executive,Dell,Bangkok,,Full time,Hybrid,2025-04-07,https://th.jobsdb.com/job/83350608,TH,jobsdbth,,,,,data center sales executive,,Data & Analytics
[Data Engineer] Staff Database Administrator (PostgreSQL – Performance Tuning,Agoda,Bangkok,,Full time,Hybrid,2024-09-20,https://th.jobsdb.com/job/78993377,TH,jobsdbth,,,,,data engineer staff database administrator postgresql performance tuning,,Data & Analytics
"Manager, Analytics & Insights (Bangkok-based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215881,TH,jobsdbth,,,,,manager analytics insights -,Manager,Data & Analytics
"Associate Director, Data Analytics (Bangkok-based role, Not open for remote)",Agoda,Bangkok,,Full time,Hybrid,2024-08-15,https://th.jobsdb.com/job/78133714,TH,jobsdbth,,,,,associate director data analytics - role not open,,Data & Analytics
"Lead DS (Data Scientist) Bangkok based, Relocation provided",Agoda,Bangkok,,Full time,Hybrid,2024-07-25,https://th.jobsdb.com/job/77628779,TH,jobsdbth,,,,,lead ds data scientist,Manager,Data & Analytics
Senior Software Engineer – Back End (Bangkok based – Relocation provided),Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215794,TH,jobsdbth,,,,,senior software engineer back end,Senior,Software/Web Development
Implementation Consultant,Oracle,Thailand,,Full time,Hybrid,2025-03-22,https://th.jobsdb.com/job/84230343,TH,jobsdbth,,,,,implementation consultant,,IT Consulting & Solutions
"Cloud Security Expert, AWS",Accor,Bangkok,,Full time,Hybrid,2025-05-03,https://th.jobsdb.com/job/83975458,TH,jobsdbth,,,,,cloud security expert aws,,Cloud & Devops
"GRC Specialist (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215758,TH,jobsdbth,,,,,grc specialist,,Other
"Principal User Experience Researcher (Frontend) (Bangkok-based, Relocation)",Agoda,Bangkok,,Full time,Hybrid,2024-07-10,https://th.jobsdb.com/job/77171051,TH,jobsdbth,,,,,principal user experience researcher frontend -,,Software/Web Development
Senior Software Engineer – Back End (FinTech) (Bangkok based – Relocation,Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215839,TH,jobsdbth,,,,,senior software engineer back end fintech,Senior,Software/Web Development
"Senior Manager- Fintech Data and Automation (Based in Bangkok, Relocation Provid",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215744,TH,jobsdbth,,,,,senior manager- fintech data automation provid,Senior,Data & Analytics
Senior Database Developer/DBA – (Database Team – MSSQL & PostgreSQL ) (Bangkok,Agoda,Bangkok,,Full time,Hybrid,2024-09-14,https://th.jobsdb.com/job/78843260,TH,jobsdbth,,,,,senior database developer/dba database team mssql postgresql,Senior,Data & Analytics
"Manager, Supply Optimization Analytics (Bangkok-based role)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215701,TH,jobsdbth,,,,,manager supply optimization analytics - role,Manager,Data & Analytics
Pre Sales - AIDC,Ingram Micro,Bangkok,,Full time,On-site,2024-07-25,https://th.jobsdb.com/job/77584724,TH,jobsdbth,,,,,pre sales - aidc,,Sales / Technical Sales
MLOps Engineer – Bangkok-based (Full Relocation Package Provided),Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215756,TH,jobsdbth,,,,,mlops engineer - full,,Other
Are You Interested in a Digital Sales Development Executive Role at Our Digital,SAP,Bangkok,,Full time,Hybrid,2024-12-04,https://th.jobsdb.com/job/80614172,TH,jobsdbth,,,,,you interested digital sales development executive role our digital,,Sales / Technical Sales
"Senior Manager, Corporate Strategy (Bangkok Based)",Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76302755,TH,jobsdbth,,,,,senior manager corporate strategy,Senior,Other
Senior Product Manager (Bangkok-based),Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76302795,TH,jobsdbth,,,,,senior product manager -,Senior,Project & Product Management
"Business Intelligence Developer (Bangkok Based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-19,https://th.jobsdb.com/job/79057625,TH,jobsdbth,,,,,business intelligence developer,,Data & Analytics
"Senior Data Engineer (Bangkok Based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-07-18,https://th.jobsdb.com/job/77373855,TH,jobsdbth,,,,,senior data engineer,Senior,Data & Analytics
Senior Product Manager (Bangkok-based),Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057610,TH,jobsdbth,,,,,senior product manager -,Senior,Project & Product Management
Senior Manager – Strategic Project Management (Bangkok Based),Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/78599846,TH,jobsdbth,,,,,senior manager strategic project management,Senior,Project & Product Management
"Staff Software Engineer – Front End (Bangkok based, Relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-08-09,https://th.jobsdb.com/job/78074381,TH,jobsdbth,,,,,staff software engineer front end,,Software/Web Development
"Product Design Manager, Post Booking Experience (Bangkok-based)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215719,TH,jobsdbth,,,,,product design manager post booking experience -,Manager,Project & Product Management
"Senior Manager, Supply Analytics (Bangkok-based role)",Agoda,Bangkok,,Full time,Hybrid,2024-10-26,https://th.jobsdb.com/job/79769884,TH,jobsdbth,,,,,senior manager supply analytics - role,Senior,Data & Analytics
"Data Science Manager (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215849,TH,jobsdbth,,,,,data science manager,Manager,Data & Analytics
"GRC Specialist (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-08-20,https://th.jobsdb.com/job/78262336,TH,jobsdbth,,,,,grc specialist,,Other
Consulting - Program/Project Management (Consultant - Manager Level),Accenture,Bangkok,,Full time,,2025-03-05,https://th.jobsdb.com/job/83934222,TH,jobsdbth,,,,,consulting - program/project management consultant - manager level,Manager,IT Consulting & Solutions
"Senior Lead, Strategy & Operations – Flights (Bangkok Based)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79273190,TH,jobsdbth,,,,,senior lead strategy operations flights,Senior,Other
"Engineering Manager (Full Stack) (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76309772,TH,jobsdbth,,,,,engineering manager full stack,Manager,Software/Web Development
"Senior Manager, Corporate Strategy (Bangkok Based)",Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057546,TH,jobsdbth,,,,,senior manager corporate strategy,Senior,Other
"Manager, Fintech Data & Automation -Oracle Technical (Bangkok based, relocation",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215845,TH,jobsdbth,,,,,manager fintech data automation -oracle technical,Manager,Data & Analytics
"NOC Manager (Bangkok-based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-04,https://th.jobsdb.com/job/78832709,TH,jobsdbth,,,,,noc manager -,Manager,Other
"GRC Lead (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-08-14,https://th.jobsdb.com/job/78102968,TH,jobsdbth,,,,,grc lead,Manager,Other
Principal Quantitative User Experience Researcher (Frontend) (Bangkok-based,Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215825,TH,jobsdbth,,,,,principal quantitative user experience researcher frontend -,,Software/Web Development
"Manager, Fintech Data & Automation -Oracle Technical (Bangkok based, relocation",Agoda,Bangkok,,Full time,Hybrid,2024-09-23,https://th.jobsdb.com/job/79034532,TH,jobsdbth,,,,,manager fintech data automation -oracle technical,Manager,Data & Analytics
"DevSecOps Engineer (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057528,TH,jobsdbth,,,,,devsecops engineer,,Cloud & Devops
"People Analytics Specialist, Bangkok-based (Relocation support provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-07,https://th.jobsdb.com/job/79057634,TH,jobsdbth,,,,,people analytics specialist - support,,Data & Analytics
"Manager – Data & Analytics (Bangkok based, Relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057574,TH,jobsdbth,,,,,manager data analytics,Manager,Data & Analytics
"Workday Systems Integration Consultant (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-03,https://th.jobsdb.com/job/78561534,TH,jobsdbth,,,,,workday systems integration consultant,,IT Consulting & Solutions
"Specialist/Senior Specialist, Partner Programs (Bangkok-based)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215803,TH,jobsdbth,,,,,specialist/senior specialist partner programs -,Senior,Other
"Lead/Sr Lead, Partner Programs (Bangkok-based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215876,TH,jobsdbth,,,,,lead/sr lead partner programs -,Manager,Other
Staff Software Engineer Back End (Bangkok based – Relocation provided),Agoda,Bangkok,,Full time,Hybrid,2024-07-17,https://th.jobsdb.com/job/77345408,TH,jobsdbth,,,,,staff software engineer back end,,Software/Web Development
"Senior Program Manager – Talent Development (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-08-01,https://th.jobsdb.com/job/78457001,TH,jobsdbth,,,,,senior program manager talent development,Senior,Other
"Technical Product Manager – Development Excellence (Bangkok-based, relocation",Agoda,Bangkok,,Full time,Hybrid,2024-10-03,https://th.jobsdb.com/job/79273219,TH,jobsdbth,,,,,technical product manager development excellence -,Manager,Project & Product Management
WFM Senior Capacity Planner,Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215802,TH,jobsdbth,,,,,wfm senior capacity planner,Senior,Other
"Senior Specialist - SAP Basis, Cloud Architecture and Advisory",SAP,Bangkok,,Full time,Hybrid,2025-04-25,https://th.jobsdb.com/job/83814807,TH,jobsdbth,,,,,senior specialist - sap basis cloud architecture advisory,Senior,SAP / ERP
"Lead Software Engineering – SRE (Bangkok-based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215782,TH,jobsdbth,,,,,lead software engineering sre -,Manager,Cloud & Devops
Principal Software Engineer in Back End (Bangkok based – Relocation provided),Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215791,TH,jobsdbth,,,,,principal software engineer back end,,Software/Web Development
"Manager, Analytics & Insights (Bangkok-based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-08-01,https://th.jobsdb.com/job/78008183,TH,jobsdbth,,,,,manager analytics insights -,Manager,Data & Analytics
Staff MLOps Engineer – Bangkok-based (Full Relocation Package Provided),Agoda,Bangkok,,Full time,Hybrid,2024-08-27,https://th.jobsdb.com/job/78399413,TH,jobsdbth,,,,,staff mlops engineer - full,,Other
"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-07-01,https://th.jobsdb.com/job/76967526,TH,jobsdbth,,,,,staff data engineer fintech team,,Data & Analytics
[Data Engineer] Senior Database Administrator (PostgreSQL–Performance Tuning,Agoda,Bangkok,,Full time,Hybrid,2024-09-03,https://th.jobsdb.com/job/78561540,TH,jobsdbth,,,,,data engineer senior database administrator postgresqlperformance tuning,Senior,Data & Analytics
Staff Software Engineer – Back End (FinTech) [Bangkok based – Relocation provide,Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/78561524,TH,jobsdbth,,,,,staff software engineer back end fintech provide,,Software/Web Development
WFM Senior Capacity Planner,Agoda,Bangkok,,Full time,Hybrid,2024-06-04,https://th.jobsdb.com/job/76355449,TH,jobsdbth,,,,,wfm senior capacity planner,Senior,Other
Lead Software Engineer – Front End (Bangkok based – Relocation provided),Agoda,Bangkok,,Full time,Hybrid,2024-07-09,https://th.jobsdb.com/job/77137765,TH,jobsdbth,,,,,lead software engineer front end,Manager,Software/Web Development
Staff Database Administrator(PostgreSQL – Performance Tuning Expert Expert),Agoda,Bangkok,,Full time,Hybrid,2024-07-01,https://th.jobsdb.com/job/77291038,TH,jobsdbth,,,,,staff database administratorpostgresql performance tuning expert expert,,Data & Analytics
"Manager, Supply Metrics & Analytics (Bangkok-based role)",Agoda,Bangkok,,Full time,Hybrid,2024-08-01,https://th.jobsdb.com/job/78094077,TH,jobsdbth,,,,,manager supply metrics analytics - role,Manager,Data & Analytics
"Manager, Supply Optimization Analytics (Bangkok-based role)",Agoda,Bangkok,,Full time,Hybrid,2024-08-01,https://th.jobsdb.com/job/77984846,TH,jobsdbth,,,,,manager supply optimization analytics - role,Manager,Data & Analytics
Technical Sourcer 6 months contract (Bangkok Based),Agoda,Bangkok,,Full time,Hybrid,2024-09-13,https://th.jobsdb.com/job/78832718,TH,jobsdbth,,,,,technical sourcer 6,,Other
"Technical Product Manager – Data/ Machine Learning (Bangkok-based, relocation",Agoda,Bangkok,,Full time,Hybrid,2024-10-03,https://th.jobsdb.com/job/79273207,TH,jobsdbth,,,,,technical product manager data/ machine learning -,Manager,Project & Product Management
Staff Database Administrator (PostgreSQL–Performance Tuning Expert Expert),Agoda,Bangkok,,Full time,Hybrid,2024-06-10,https://th.jobsdb.com/job/76487049,TH,jobsdbth,,,,,staff database administrator postgresqlperformance tuning expert expert,,Infra & System
"Lead Full Stack Software Engineer (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-07-20,https://th.jobsdb.com/job/77436138,TH,jobsdbth,,,,,lead full stack software engineer,Manager,Software/Web Development
Database Administrator Manager (PostgreSQL – Performance Tuning Expert Expert),Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215868,TH,jobsdbth,,,,,database administrator manager postgresql performance tuning expert expert,Manager,Infra & System
"Engineering Manager (Full Stack) (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057609,TH,jobsdbth,,,,,engineering manager full stack,Manager,Software/Web Development
"Senior Lead, Strategy & Operations – Flights (Bangkok Based)",Agoda,Bangkok,,Full time,Hybrid,2024-08-14,https://th.jobsdb.com/job/78102971,TH,jobsdbth,,,,,senior lead strategy operations flights,Senior,Other
Engineering Manager – Data/ Machine Learning/ FinTech (Bangkok based),Agoda,Bangkok,,Full time,Hybrid,2024-08-22,https://th.jobsdb.com/job/78321718,TH,jobsdbth,,,,,engineering manager data/ machine learning/ fintech,Manager,Data & Analytics
"Lead DS (Data Scientist) Bangkok based, Relocation provided",Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057530,TH,jobsdbth,,,,,lead ds data scientist,Manager,Data & Analytics
"Lead Application Security Analyst (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-06-04,https://th.jobsdb.com/job/76355404,TH,jobsdbth,,,,,lead application security analyst,Manager,Data & Analytics
Supply Operations Sr. Specialist/ Lead (Bangkok based),Agoda,Bangkok,,Full time,Hybrid,2024-09-19,https://th.jobsdb.com/job/79057560,TH,jobsdbth,,,,,supply operations sr. specialist/ lead,Manager,Other
"Oracle Fintech Solutions Architect (Based in Bangkok, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-07,https://th.jobsdb.com/job/79348584,TH,jobsdbth,,,,,oracle fintech solutions architect,,IT Consulting & Solutions
"Engineering Manager in Back End (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215772,TH,jobsdbth,,,,,engineering manager back end,Manager,Other
"Specialist/Senior Specialist, Growth & Accelerator (Bangkok-based, Relocations",Agoda,Bangkok,,Full time,Hybrid,2024-06-14,https://th.jobsdb.com/job/76628998,TH,jobsdbth,,,,,specialist/senior specialist growth accelerator - relocations,Senior,Other
"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-03,https://th.jobsdb.com/job/79057552,TH,jobsdbth,,,,,staff data engineer fintech team,,Data & Analytics
"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76662954,TH,jobsdbth,,,,,staff data engineer fintech team,,Data & Analytics
"Technical Product Manager – Engineering/ DevOps/ SRE (Bangkok-based, relocation",Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76302749,TH,jobsdbth,,,,,technical product manager engineering/ devops/ sre -,Manager,Cloud & Devops
Supply Operations Sr. Specialist/ Lead (Bangkok based),Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79244228,TH,jobsdbth,,,,,supply operations sr. specialist/ lead,Manager,Other
Staff Database Administrator (PostgreSQL – Performance Tuning Expert) Bangkok,Agoda,Bangkok,,Full time,Hybrid,2024-08-01,https://th.jobsdb.com/job/78012830,TH,jobsdbth,,,,,staff database administrator postgresql performance tuning expert,,Infra & System
"Staff/Lead Application Security Engineer (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-16,https://th.jobsdb.com/job/79057567,TH,jobsdbth,,,,,staff/lead application security engineer,Manager,Cybersecurity
"Data Science Manager (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057536,TH,jobsdbth,,,,,data science manager,Manager,Data & Analytics
"Workday Integrations Specialist (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215804,TH,jobsdbth,,,,,workday integrations specialist,,Other
"Lead Software Engineer – Front End (Bangkok based, Relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215873,TH,jobsdbth,,,,,lead software engineer front end,Manager,Software/Web Development
"Senior Specialist, Robotics Process Automation (Bangkok Based, Relocation",Agoda,Bangkok,,Full time,Hybrid,2024-10-29,https://th.jobsdb.com/job/79839916,TH,jobsdbth,,,,,senior specialist robotics process automation,Senior,Quality Assurance & Testing
Senior Database Developer/DBA – (Database Team – MSSQL & PostgreSQL ) (Bangkok,Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215863,TH,jobsdbth,,,,,senior database developer/dba database team mssql postgresql,Senior,Data & Analytics
"Senior Lead, Operational Excellence – Flights (Bangkok Based)",Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76755967,TH,jobsdbth,,,,,senior lead operational excellence flights,Senior,Other
"Engineering Manager (Full Stack) (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-07-01,https://th.jobsdb.com/job/77619674,TH,jobsdbth,,,,,engineering manager full stack,Manager,Software/Web Development
"Staff/Lead Application Security Engineer (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215879,TH,jobsdbth,,,,,staff/lead application security engineer,Manager,Cybersecurity
"Lead Data Engineer – Hadoop Apps (Bangkok-Based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-05-28,https://th.jobsdb.com/job/76198598,TH,jobsdbth,,,,,lead data engineer hadoop apps -,Manager,Data & Analytics
"Senior PostgreSQL Developer, Product Support Team (Bangkok based, relocation",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215737,TH,jobsdbth,,,,,senior postgresql developer product support team,Senior,Software/Web Development
"Senior Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-19,https://th.jobsdb.com/job/78959222,TH,jobsdbth,,,,,senior data engineer fintech team,Senior,Data & Analytics
"Manager, Fintech Data & Automation (Based in Bangkok, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-08-15,https://th.jobsdb.com/job/78133709,TH,jobsdbth,,,,,manager fintech data automation,Manager,Data & Analytics
"Staff Data Engineer (Bangkok based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76302752,TH,jobsdbth,,,,,staff data engineer,,Data & Analytics
"Staff Software Engineer – JVM/Rust Expert (Bangkok-based, Full Relocation Packa",Agoda,Bangkok,,Full time,Hybrid,2024-09-01,https://th.jobsdb.com/job/79057572,TH,jobsdbth,,,,,staff software engineer jvm/rust expert - full packa,,Software/Web Development
"Senior Software Engineer (Bangkok based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-17,https://th.jobsdb.com/job/79572117,TH,jobsdbth,,,,,senior software engineer,Senior,Software/Web Development
Technical Sourcer 6 months contract (Bangkok Based),Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215766,TH,jobsdbth,,,,,technical sourcer 6,,Other
Principal Software Engineer – (MLOPs) Machine Learning Operations (Bangkok based,Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215734,TH,jobsdbth,,,,,principal software engineer mlops machine learning operations,,Software/Web Development
