title,company,location,salary,job_type,work_arrangement,date_posted,job_link,country,source,category
Risk & Control Analyst,Helius Technologies Pte Ltd,Singapore,"36,000-54,000 SGD",['Contract Job'],,a month ago,/job/risk-control-analyst-helius-technologies-pte-ltd-singapore-34055763,SG,founditsg,['Risk Management']
Automation Engineer,HTC Global Services (MSC) Sdn Bhd,Cross Street,"84,000-96,000 SGD",['Contract Job'],,25 days ago,/job/automation-engineer-htc-global-services-msc-sdn-bhd-cross-street-33627118,SG,founditsg,['Software Engineer/Programmer']
Security Consultant - Contract,Zenith Infotech (S) Pte Ltd,Singapore,"72,000-96,000 SGD",['Contract Job'],,a month ago,/job/security-consultant-contract-zenith-infotech-s-pte-ltd-singapore-33916072,SG,founditsg,['Security Analyst']
Desktop Support Specialist,Nanyang Inc Pte Ltd,Geylang,"36,000-45,600 SGD",[],,2 months ago,/job/desktop-support-specialist-nanyang-inc-pte-ltd-geylang-33937294,SG,founditsg,['Systems Engineer']
Integration Engineer,Shell Infotech Pte Ltd,Singapore,"54,000-72,000 SGD",[],,a month ago,/job/integration-engineer-shell-infotech-pte-ltd-singapore-33908399,SG,founditsg,['Software Engineer/Programmer']
DevSecOps Engineer - Security Engineer,Total eBiz Solutions Pte Ltd,Singapore,"84,000-96,000 SGD",[],,a month ago,/job/devsecops-engineer-security-engineer-total-ebiz-solutions-pte-ltd-singapore-34358656,SG,founditsg,['Software Engineer/Programmer']
SAP SucessFactors EC Consultant,Shell Infotech Pte Ltd,Singapore,"72,000-108,000 SGD",[],,a month ago,/job/sap-sucessfactors-ec-consultant-shell-infotech-pte-ltd-singapore-33908405,SG,founditsg,"['ERP/CRM - Functional Consultant', 'ERP/CRM - Technical Consultant']"
Full Stack Developer - 01,U3 Infotech Pte Ltd,Singapore,"69,600-87,600 SGD",['Contract Job'],,a month ago,/job/full-stack-developer-01-u3-infotech-pte-ltd-singapore-34033628,SG,founditsg,['Software Engineer/Programmer']
Trader Migration - Windows 11,eTeam Inc,Singapore,108-108 SGD,[],,2 months ago,/job/trader-migration-windows-11-eteam-inc-singapore-34023358,SG,founditsg,"['H/W Installation/Maintenance Engg', 'System Administrator', 'Technical Support Engineer']"
Senior Cybersecurity Engineer (Microsoft Security Products),Triton AI Pte Ltd,Anson,"96,000-120,000 SGD",[],,2 months ago,/job/senior-cybersecurity-engineer-microsoft-security-products-triton-ai-pte-ltd-anson-33916093,SG,founditsg,['Others']
Senior Cybersecurity Engineer (Microsoft Security Products),Triton AI Pte Ltd,Anson,"96,000-120,000 SGD",[],,2 months ago,/job/senior-cybersecurity-engineer-microsoft-security-products-triton-ai-pte-ltd-anson-34055007,SG,founditsg,['Systems Engineer']
Network & Security Engineer / Specialist (ClearPass),Nanyang Inc Pte Ltd,Geylang,"50,400-78,000 SGD",[],,2 months ago,/job/network-security-engineer-specialist-clearpass-nanyang-inc-pte-ltd-geylang-33937293,SG,founditsg,['System Security - Engineer']
QC / QA Engineer,Shell Infotech Pte Ltd,Singapore,"48,000-72,000 SGD",['Contract Job'],,a month ago,/job/qc-qa-engineer-shell-infotech-pte-ltd-singapore-33908406,SG,founditsg,['Quality Assurance/Control (QA/QC)']
Generative AI Engineer,Helius Technologies Pte Ltd,Singapore,"54,000-60,000 SGD",[],,a month ago,/job/generative-ai-engineer-helius-technologies-pte-ltd-singapore-34055752,SG,founditsg,['Software Engineer/Programmer']
Technology Delivery Manager,Encora Technologies Pte Ltd,Singapore,"120,000-144,000 SGD",['Contract Job'],,a month ago,/job/technology-delivery-manager-encora-technologies-pte-ltd-singapore-33916080,SG,founditsg,['Delivery Manager']
Application Developer | Contract (12 months),Zenith Infotech (S) Pte Ltd,"Singapore, Toa Payoh","72,000-93,600 SGD",['Contract Job'],,a month ago,/job/application-developer-contract-12-months-zenith-infotech-s-pte-ltd-singapore-toa-payoh-33926268,SG,founditsg,['Software Developer']
Software Engineer (Robot Operating System),People Profilers Pte Ltd,Singapore,"48,000-72,000 SGD",[],,a month ago,/job/software-engineer-robot-operating-system-people-profilers-pte-ltd-singapore-33935325,SG,founditsg,['Software Engineer/Programmer']
Risk Operations Analyst  Merchant & Credit Risk,Ascendion,Singapore,"12,000-120,000 SGD",[],,a month ago,/job/risk-operations-analyst-merchant-credit-risk-ascendion-singapore-34335535,SG,founditsg,['Risk Management']
Cybersecurity Engineer- Service Delivery,Zenith Infotech (S) Pte Ltd,Singapore,"84,000-96,000 SGD",['Contract Job'],,a month ago,/job/cybersecurity-engineer-service-delivery-zenith-infotech-s-pte-ltd-singapore-33916071,SG,founditsg,['Delivery Manager']
Java Developer,Iotalents Pte Ltd,Singapore,"66,000-84,000 SGD",[],,a month ago,/job/java-developer-iotalents-pte-ltd-singapore-33925456,SG,founditsg,['Software Engineer/Programmer']
IT Project Manager,CXC Singapore Pte Ltd,Robinson,"72,000-102,000 SGD",[],,2 months ago,/job/it-project-manager-cxc-singapore-pte-ltd-robinson-33908195,SG,founditsg,['Project Leader/Project Manager']
Principal Consultant,Optimum Solutions (Singapore) Pte Ltd,Singapore,"84,000-120,000 SGD",['Contract Job'],,a month ago,/job/principal-consultant-optimum-solutions-singapore-pte-ltd-singapore-33993953,SG,founditsg,['ERP/CRM - Technical Consultant']
Senior Principal Consultant,Optimum Solutions (Singapore) Pte Ltd,Singapore,"120,000-152,400 SGD",['Contract Job'],,a month ago,/job/senior-principal-consultant-optimum-solutions-singapore-pte-ltd-singapore-33994316,SG,founditsg,"['ERP/CRM - Functional Consultant', 'ERP/CRM - Technical Consultant']"
Senior Talent Acquisition Executive (Manufacturing),People Profilers Pte Ltd,Singapore,"48,000-60,000 SGD",[],,a month ago,/job/senior-talent-acquisition-executive-manufacturing-people-profilers-pte-ltd-singapore-33992622,SG,founditsg,['HR Manager']
"Data Engineer (Data Integration & Visualization Tools), 1 year contract",Optimum Solutions (Singapore) Pte Ltd,Singapore,"90,000-109,200 SGD",['Contract Job'],,a month ago,/job/data-engineer-data-integration-visualization-tools-1-year-contract-optimum-solutions-singapore-pte-ltd-singapore-33993416,SG,founditsg,['Software Engineer/Programmer']
Data Engineer,Iotalents Pte Ltd,Singapore,"84,000-108,000 SGD",[],,a month ago,/job/data-engineer-iotalents-pte-ltd-singapore-33925451,SG,founditsg,"['Database Architect/Designer', 'Database Administrator']"
L2 Production Support (Middleware),Iotalents Pte Ltd,Singapore,"42,000-54,000 SGD",[],,a month ago,/job/l2-production-support-middleware-iotalents-pte-ltd-singapore-33925457,SG,founditsg,['Application Support']
Manual Test Engineer,Helius Technologies Pte Ltd,Singapore,"42,000-66,000 SGD",[],,a month ago,/job/manual-test-engineer-helius-technologies-pte-ltd-singapore-33667891,SG,founditsg,['System Analyst/Tech Architect']
Gen AI evaluators (Data Analyst),Helius Technologies Pte Ltd,Singapore,"60,000-66,000 SGD",[],,a month ago,/job/gen-ai-evaluators-data-analyst-helius-technologies-pte-ltd-singapore-33667888,SG,founditsg,['Data Analyst']
Senior Developer - Java,Optimum Solutions (Singapore) Pte Ltd,Singapore,"84,000-132,000 SGD",['Contract Job'],,a month ago,/job/senior-developer-java-optimum-solutions-singapore-pte-ltd-singapore-33993433,SG,founditsg,['Software Engineer/Programmer']
"Product Designer, MNC, Mobile Apps (6-months contract)",Optimum Solutions (Singapore) Pte Ltd,Singapore,"108,000-144,000 SGD",['Contract Job'],,a month ago,/job/product-designer-mnc-mobile-apps-6-months-contract-optimum-solutions-singapore-pte-ltd-singapore-34013023,SG,founditsg,['Product Management']
Global Cybersecurity Specialist,Helius Technologies Pte Ltd,Singapore,"108,000-120,000 SGD",[],,a month ago,/job/global-cybersecurity-specialist-helius-technologies-pte-ltd-singapore-34055769,SG,founditsg,['Security Analyst']
Systems Deployment Engineer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"48,000-120,000 SGD",[],,a month ago,/job/systems-deployment-engineer-tech-aalto-pte-ltd-raffles-link-raffles-place-34040766,SG,founditsg,['Systems Engineer']
Genesys Cloud CX – PR / Citizens only,Digile Technologies Pte Ltd,Singapore,"84,000-120,000 SGD",[],,a month ago,/job/genesys-cloud-cx-pr-citizens-only-digile-technologies-pte-ltd-singapore-34345322,SG,founditsg,['Technical Support Engineer']
Project Planner cum Administrator - Primavera P6,Shell Infotech Pte Ltd,Singapore,"48,000-72,000 SGD",['Contract Job'],,a month ago,/job/project-planner-cum-administrator-primavera-p6-shell-infotech-pte-ltd-singapore-33908404,SG,founditsg,['System Administrator']
Project Administrator,Iotalents Pte Ltd,Singapore,"54,000-72,000 SGD",[],,a month ago,/job/project-administrator-iotalents-pte-ltd-singapore-33925454,SG,founditsg,"['Product Manager', 'Project Co-ordinator']"
Security Engineer,Trend Micro Singapore,Singapore,"48,000-96,000 SGD",[],,a month ago,/job/security-engineer-trend-micro-singapore-singapore-34344209,SG,founditsg,['System Security - Engineer']
Major Account Manager,Trend Micro Singapore,"jakarta Raya, Singapore","60,000-108,000 IDR",[],,a month ago,/job/major-account-manager-trend-micro-singapore-jakarta-raya-singapore-34345022,SG,founditsg,['Sales Promotion Manager']
Sales Manager (ERP Software Sales),MSC Consulting (S) Pte Ltd,Singapore,"66,000-69,600 SGD",[],,a month ago,/job/sales-manager-erp-software-sales-msc-consulting-s-pte-ltd-singapore-34098968,SG,founditsg,['National Sales Manager']
Delivery Manager,Total eBiz Solutions Pte Ltd,Singapore,"96,000-114,000 SGD",['Contract Job'],,a month ago,/job/delivery-manager-total-ebiz-solutions-pte-ltd-singapore-34361216,SG,founditsg,['Product Management']
DevSecOps Engineer - Site Reliability Engineer (SRE),Total eBiz Solutions Pte Ltd,Singapore,"84,000-96,000 SGD",['Contract Job'],,a month ago,/job/devsecops-engineer-site-reliability-engineer-sre-total-ebiz-solutions-pte-ltd-singapore-34358717,SG,founditsg,['Systems Engineer']
Security Operation Center Engineer,U3 Infotech Pte Ltd,Singapore,"72,000-100,800 SGD",['Contract Job'],,a month ago,/job/security-operation-center-engineer-u3-infotech-pte-ltd-singapore-34033650,SG,founditsg,['Maintenance Engineer']
IT Application Analyst | Contractual,Zenith Infotech (S) Pte Ltd,Singapore,"60,000-93,600 SGD",['Contract Job'],,a month ago,/job/it-application-analyst-contractual-zenith-infotech-s-pte-ltd-singapore-33916077,SG,founditsg,['System Analyst']
"Business Analyst (Asset Management / Finance), 1 year contract",Optimum Solutions (Singapore) Pte Ltd,Singapore,"72,000-102,000 SGD",['Contract Job'],,2 months ago,/job/business-analyst-asset-management-finance-1-year-contract-optimum-solutions-singapore-pte-ltd-singapore-33993415,SG,founditsg,['Business Analyst']
Data Engineer,U3 Infotech Pte Ltd,Singapore,"102,000-132,000 SGD",['Contract Job'],,a month ago,/job/data-engineer-u3-infotech-pte-ltd-singapore-34036439,SG,founditsg,['Database Administrator (DBA)']
Application Development Lead,Encora Technologies Pte Ltd,Singapore,"108,000-126,000 SGD",['Contract Job'],,a month ago,/job/application-development-lead-encora-technologies-pte-ltd-singapore-33916082,SG,founditsg,['Head/VP/GM - Application Programming/Maintenance']
Test Engineer,Helius Technologies Pte Ltd,Singapore,"60,000-96,000 SGD",['Contract Job'],,a month ago,/job/test-engineer-helius-technologies-pte-ltd-singapore-33667892,SG,founditsg,['SDET Engineer']
Senior Cloud Engineer,Optimum Solutions (Singapore) Pte Ltd,Singapore,"96,000-156,000 SGD",['Contract Job'],,a month ago,/job/senior-cloud-engineer-optimum-solutions-singapore-pte-ltd-singapore-33993955,SG,founditsg,['Devops']
Application Developer,Zenith Infotech (S) Pte Ltd,Singapore,"78,000-93,600 SGD",['Contract Job'],,a month ago,/job/application-developer-zenith-infotech-s-pte-ltd-singapore-33926267,SG,founditsg,['Software Developer']
Application Developer- CONTRACT (WEST / ONSITE 5DAYS),Zenith Infotech (S) Pte Ltd,Singapore,"78,000-93,600 SGD",['Contract Job'],,a month ago,/job/application-developer-contract-west-onsite-5days-zenith-infotech-s-pte-ltd-singapore-33925651,SG,founditsg,['Software Developer']
Global Network Service Manager,Helius Technologies Pte Ltd,Singapore,"108,000-120,000 SGD",[],,a month ago,/job/global-network-service-manager-helius-technologies-pte-ltd-singapore-34055751,SG,founditsg,['Network Administrator']
SOFTWARE CONSULTANT,Iotalents Pte Ltd,Singapore,"84,000-108,000 SGD",[],,a month ago,/job/software-consultant-iotalents-pte-ltd-singapore-33925453,SG,founditsg,"['Software Engineer/Programmer', 'ERP/CRM - Technical Consultant', 'System Analyst/Tech Architect']"
"Recruitment Coordinator, Large Volume, APAC Coverage (12 months contract)",Optimum Solutions (Singapore) Pte Ltd,Singapore,"79,200-103,200 SGD",['Contract Job'],,a month ago,/job/recruitment-coordinator-large-volume-apac-coverage-12-months-contract-optimum-solutions-singapore-pte-ltd-singapore-34013046,SG,founditsg,"['Other Human Resource', 'HR Executive/Recruiter']"
Frontend Developer,CXC Singapore Pte Ltd,Singapore,"60,000-84,000 SGD",[],,2 months ago,/job/frontend-developer-cxc-singapore-pte-ltd-singapore-34065287,SG,founditsg,['Software Developer']
Java Lead,CXC Singapore Pte Ltd,Robinson,"102,000-138,000 SGD",[],,2 months ago,/job/java-lead-cxc-singapore-pte-ltd-robinson-33908197,SG,founditsg,['Software Developer']
Application Support Lead (Java),CXC Singapore Pte Ltd,Robinson,"102,000-138,000 SGD",[],,2 months ago,/job/application-support-lead-java-cxc-singapore-pte-ltd-robinson-33908199,SG,founditsg,['Application Support']
Desktop Engineer,Softenger Singapore Pte Ltd,Singapore,"48,000-60,000 SGD",['Contract Job'],,a month ago,/job/desktop-engineer-softenger-singapore-pte-ltd-singapore-33828129,SG,founditsg,['Others']
Network Engineer - 01,U3 Infotech Pte Ltd,Singapore,"48,000-84,000 SGD",['Contract Job'],,a month ago,/job/network-engineer-01-u3-infotech-pte-ltd-singapore-34033651,SG,founditsg,['Network Engineer']
PMO Analyst - Junior,Optimum Solutions (Singapore) Pte Ltd,Singapore,"30,000-40,800 SGD",['Contract Job'],,a month ago,/job/pmo-analyst-junior-optimum-solutions-singapore-pte-ltd-singapore-33996159,SG,founditsg,['Business Analyst']
"Business Analyst (Advertising / E-Commerce / Media), 6-months contract, Korean Speaking",Optimum Solutions (Singapore) Pte Ltd,Singapore,"78,000-88,560 SGD",['Contract Job'],,a month ago,/job/business-analyst-advertising-e-commerce-media-6-months-contract-korean-speaking-optimum-solutions-singapore-pte-ltd-singapore-33993954,SG,founditsg,['Business Analyst']
Junior Project Analyst,Optimum Solutions (Singapore) Pte Ltd,Singapore,"30,000-38,400 SGD",['Contract Job'],,a month ago,/job/junior-project-analyst-optimum-solutions-singapore-pte-ltd-singapore-33994318,SG,founditsg,['Project Co-ordinator']
"Business Analyst (SME, Corporate Banking & Online Fraud)",Optimum Solutions (Singapore) Pte Ltd,Singapore,"120,000-144,000 SGD",['Contract Job'],,a month ago,/job/business-analyst-sme-corporate-banking-online-fraud-optimum-solutions-singapore-pte-ltd-singapore-33993951,SG,founditsg,['Business Analyst']
IT Operations Support- 4 yrs contract,Zenith Infotech (S) Pte Ltd,Singapore,"66,000-66,000 SGD",['Contract Job'],,a month ago,/job/it-operations-support-4-yrs-contract-zenith-infotech-s-pte-ltd-singapore-34099021,SG,founditsg,['System Administrator']
Backend Developer,Iotalents Pte Ltd,Singapore,"72,000-96,000 SGD",[],,a month ago,/job/backend-developer-iotalents-pte-ltd-singapore-33925459,SG,founditsg,"['Database Administrator', 'Systems Engineer']"
Customer Service Representative,Shell Infotech Pte Ltd,Singapore,"30,000-36,000 SGD",['Contract Job'],,a month ago,/job/customer-service-representative-shell-infotech-pte-ltd-singapore-33908395,SG,founditsg,"['Customer Service Executive (Voice)', 'Customer Service Executive (Non-voice)', 'Customer Support Engineer/Technician']"
System Engineer / Voice Engineer - 01,U3 Infotech Pte Ltd,Singapore,"42,000-63,600 SGD",['Contract Job'],,a month ago,/job/system-engineer-voice-engineer-01-u3-infotech-pte-ltd-singapore-34036482,SG,founditsg,['Systems Engineer']
User Experience (UX) Engineer / Solution Designer,Iotalents Pte Ltd,Singapore,"60,000-84,000 SGD",[],,a month ago,/job/user-experience-ux-engineer-solution-designer-iotalents-pte-ltd-singapore-33925455,SG,founditsg,"['UX Designer', 'UX Architect']"
Vmware and Poweredge Engineer,Softenger Singapore Pte Ltd,Singapore,"72,000-84,000 SGD",['Contract Job'],,a month ago,/job/vmware-and-poweredge-engineer-softenger-singapore-pte-ltd-singapore-33828130,SG,founditsg,['Others']
SuccessFactors Project Manager,Shell Infotech Pte Ltd,Singapore,"84,000-120,000 SGD",[],,a month ago,/job/successfactors-project-manager-shell-infotech-pte-ltd-singapore-33908407,SG,founditsg,['Project Leader/Project Manager']
Application Support,Shell Infotech Pte Ltd,Singapore,"39,600-51,600 SGD",[],,a month ago,/job/application-support-shell-infotech-pte-ltd-singapore-33908394,SG,founditsg,['Application Support']
HR Executive,People Profilers Pte Ltd,Singapore,"36,000-48,000 SGD",[],,a month ago,/job/hr-executive-people-profilers-pte-ltd-singapore-33935327,SG,founditsg,['HR Manager']
IT Security Consultant,Helius Technologies Pte Ltd,Singapore,"96,000-108,000 SGD",['Contract Job'],,a month ago,/job/it-security-consultant-helius-technologies-pte-ltd-singapore-34055765,SG,founditsg,['Security Analyst']
SAP-HR Analyst (To be trained),Zenith Infotech (S) Pte Ltd,Singapore,"48,000-48,000 SGD",['Contract Job'],,a month ago,/job/sap-hr-analyst-to-be-trained-zenith-infotech-s-pte-ltd-singapore-34098922,SG,founditsg,['ERP/CRM - Functional Consultant']
SAP Materials Management Consultant,Shell Infotech Pte Ltd,Singapore,"75,600-99,600 SGD",[],,a month ago,/job/sap-materials-management-consultant-shell-infotech-pte-ltd-singapore-33908411,SG,founditsg,"['ERP/CRM - Functional Consultant', 'ERP/CRM - Technical Consultant']"
SAP Specialist - ABAP,Zenith Infotech (S) Pte Ltd,Singapore,"48,000-48,000 SGD",['Contract Job'],,a month ago,/job/sap-specialist-abap-zenith-infotech-s-pte-ltd-singapore-34098913,SG,founditsg,['Technical Consultant']
Security Engineer,Shell Infotech Pte Ltd,Singapore,"57,600-72,000 SGD",[],,a month ago,/job/security-engineer-shell-infotech-pte-ltd-singapore-33908384,SG,founditsg,['Security Engineer']
EUC IT Engineer,Nanyang Inc Pte Ltd,Geylang,"24,000-33,600 SGD",[],,2 months ago,/job/euc-it-engineer-nanyang-inc-pte-ltd-geylang-33993078,SG,founditsg,['Systems Engineer']
Production Support (CRM),U3 Infotech Pte Ltd,Singapore,"54,000-84,000 SGD",['Contract Job'],,2 months ago,/job/production-support-crm-u3-infotech-pte-ltd-singapore-34036493,SG,founditsg,['ERP/CRM - Support Engineer']
Remote Desktop Engineer,ITCAN Pte Limited,Singapore,"30,000-36,000 SGD",[],,a month ago,/job/remote-desktop-engineer-itcan-pte-limited-singapore-33667293,SG,founditsg,['Others']
Compliance - KYC Analyst,Helius Technologies Pte Ltd,Singapore,"42,000-54,000 SGD",['Contract Job'],,a month ago,/job/compliance-kyc-analyst-helius-technologies-pte-ltd-singapore-34055750,SG,founditsg,['Compliance & Control']
Senior Information Security Consultant,Optimum Solutions (Singapore) Pte Ltd,Singapore,"105,600-150,000 SGD",['Contract Job'],,a month ago,/job/senior-information-security-consultant-optimum-solutions-singapore-pte-ltd-singapore-33994317,SG,founditsg,['Security Analyst']
Program Manager Release Management,Tech Aalto Pte. Ltd,Singapore,"84,000-114,000 SGD",[],,a month ago,/job/program-manager-release-management-tech-aalto-pte-ltd-singapore-34040765,SG,founditsg,['Program Manager']
iOS Developer,Optimum Solutions (Singapore) Pte Ltd,Singapore,"72,000-96,000 SGD",['Contract Job'],,a month ago,/job/ios-developer-optimum-solutions-singapore-pte-ltd-singapore-33996160,SG,founditsg,['Software Developer']
PMO Analyst,Helius Technologies Pte Ltd,Singapore,"54,000-66,000 SGD",['Contract Job'],,a month ago,/job/pmo-analyst-helius-technologies-pte-ltd-singapore-34055758,SG,founditsg,['Business Analyst']
Tableau and OBIEE Admin,Helius Technologies Pte Ltd,Singapore,"72,000-78,000 SGD",[],,a month ago,/job/tableau-and-obiee-admin-helius-technologies-pte-ltd-singapore-34055761,SG,founditsg,['Other Analytics/Business Intelligence']
"Fullstack Developer (eCommerce Experience), 6-months contract",Optimum Solutions (Singapore) Pte Ltd,Singapore,"114,000-134,400 SGD",['Contract Job'],,a month ago,/job/fullstack-developer-ecommerce-experience-6-months-contract-optimum-solutions-singapore-pte-ltd-singapore-33997092,SG,founditsg,['Software Engineer/Programmer']
Senior Business Analyst (Fraud Detection & Prevention),Optimum Solutions (Singapore) Pte Ltd,Singapore,"120,000-132,000 SGD",['Contract Job'],,a month ago,/job/senior-business-analyst-fraud-detection-prevention-optimum-solutions-singapore-pte-ltd-singapore-34013060,SG,founditsg,['Business Analyst']
IT Analyst - Application,Zenith Infotech (S) Pte Ltd,Singapore,"78,000-93,600 SGD",['Contract Job'],,a month ago,/job/it-analyst-application-zenith-infotech-s-pte-ltd-singapore-33916074,SG,founditsg,['System Analyst']
Senior Business Analyst,Tech Aalto Pte. Ltd,Singapore,"84,000-126,000 SGD",[],,a month ago,/job/senior-business-analyst-tech-aalto-pte-ltd-singapore-34040767,SG,founditsg,['Business Analyst']
